default,processed
0.09840571205007825,0.08228677621283255
0.07400234741784037,0.09120696400625979
0.08325508607198748,0.038976917057902974
0.08513302034428795,0.0973689358372457
0.10654342723004695,0.0702660406885759
0.09496283255086072,0.0919209702660407
0.10732589984350548,0.05187793427230047
0.051359546165884194,0.07680946791862285
0.07823748043818467,0.07211463223787168
0.07823748043818467,0.07211463223787168
0.103462441314554,0.06827073552425665
0.11545383411580595,0.1092527386541471
0.04647887323943662,0.10252347417840375
0.08164123630672926,0.05198552425665102
0.06733176838810642,0.08902582159624413
0.067018779342723,0.0888302034428795
0.10097809076682317,0.08778364632237871
0.06684272300469483,0.09326095461658843
0.033313771517996874,0.08648278560250391
0.06637323943661971,0.08746087636932708
0.08571987480438184,0.06492566510172144
0.0627151799687011,0.055125195618153364
0.05098787167449139,0.09800469483568075
0.1083235524256651,0.0750586854460094
0.06198161189358373,0.09373043818466353
0.09742762128325509,0.09271322378716745
0.0926056338028169,0.07544014084507042
0.07626173708920188,0.08800860719874805
0.08379303599374022,0.07916666666666666
0.09286971830985916,0.09012128325508607
0.12366001564945227,0.07819835680751173
0.0810641627543036,0.11341940532081377
0.10133998435054774,0.05818661971830986
0.0771028951486698,0.0864143192488263
0.0649745696400626,0.05827464788732394
0.11233372456964007,0.05552621283255086
0.10653364632237872,0.10428403755868544
0.08234546165884193,0.11196205007824726
0.05071400625978091,0.052748435054773085
0.10516431924882629,0.07812989045383412
0.06752738654147104,0.11120892018779342
0.06114045383411581,0.11384976525821597
0.06669600938967137,0.09349569640062598
0.061492566510172146,0.10462636932707355
0.10199530516431925,0.07235915492957747
0.06429968701095462,0.08458528951486698
0.08553403755868545,0.07214397496087636
0.051956181533646326,0.11515062597809077
0.05009780907668231,0.06142410015649452
0.10403951486697965,0.07992957746478874
