default,processed
0.07398278560250392,0.07306338028169014
0.044444444444444446,0.12901995305164318
0.08749021909233178,0.13178794992175275
0.06742957746478873,0.06640258215962441
0.06793818466353678,0.09480633802816901
0.055976134585289515,0.03693270735524257
0.024745696400625978,0.13889866979655713
0.0092820813771518,0.045745305164319246
0.10112480438184664,0.12126369327073552
0.07326877934272301,0.09215571205007825
0.08583724569640062,0.08877151799687011
0.08474178403755868,0.11183489827856025
0.07530320813771518,0.12418818466353677
0.06052425665101722,0.08870305164319249
0.03605242566510172,0.09870892018779343
0.08498630672926448,0.08263888888888889
0.09384780907668232,0.07556729264475744
0.0711658841940532,0.11349765258215963
0.09267410015649452,0.12077464788732395
0.07530320813771518,0.12418818466353677
0.056357589984350545,0.04913928012519562
0.09567683881064162,0.0967820813771518
0.07448161189358372,0.044640062597809074
0.07526408450704225,0.06485719874804381
0.06672535211267605,0.08603286384976526
0.056641236306729265,0.027308294209702662
0.012050078247261346,0.13216940532081378
0.012050078247261346,0.13216940532081378
0.07845266040688575,0.07930359937402191
0.09598004694835681,0.08964201877934272
0.07711267605633802,0.11694053208137715
0.009008215962441314,0.10004890453834116
0.016285211267605633,0.10697378716744914
0.06852503912363067,0.07835485133020344
0.06851525821596244,0.059311424100156496
0.10149647887323944,0.1448650234741784
0.024921752738654147,0.11436815336463224
0.05669014084507042,0.0641431924882629
0.05789319248826291,0.13039906103286386
0.03971048513302034,0.12842331768388107
0.06868153364632237,0.05660211267605634
0.025205399061032863,0.058460485133020344
0.05789319248826291,0.13039906103286386
0.03895735524256651,0.08424295774647887
0.06354655712050078,0.12058881064162755
0.08980829420970265,0.09166666666666666
0.004166666666666667,0.06582550860719875
0.08070226917057903,0.12132237871674491
0.05669014084507042,0.0641431924882629
0.05895931142410016,0.11814358372456964
