default,processed
0.036062206572769956,0.07832550860719875
0.06357589984350548,0.11011345852895149
0.02216353677621283,0.10002934272300469
0.029900234741784038,0.07015845070422536
0.0393877151799687,0.08513302034428795
0.04704616588419405,0.08915297339593115
0.06357589984350548,0.11011345852895149
0.02930359937402191,0.09649843505477308
0.09290884194053207,0.09500195618153365
0.05735524256651017,0.06943466353677621
0.035338419405320814,0.0857981220657277
0.05175078247261346,0.06960093896713615
0.032188967136150236,0.09824921752738654
0.09044405320813771,0.084839593114241
0.03662949921752739,0.11802621283255087
0.056308685446009386,0.09540297339593114
0.030575117370892017,0.062030516431924886
0.07698552425665102,0.10292449139280126
0.040541862284820034,0.09631259780907668
0.04826877934272301,0.08379303599374022
0.06883802816901409,0.08998435054773082
0.04863067292644757,0.08507433489827856
0.043466353677621285,0.08247261345852895
0.07042253521126761,0.08180751173708921
0.06743935837245696,0.10216158059467918
0.04017996870109546,0.06911189358372458
0.03591549295774648,0.08386150234741784
0.06295970266040689,0.11210876369327073
0.03132824726134585,0.0925762910798122
0.05598591549295775,0.09408255086071987
0.05791275430359937,0.08851721439749609
0.039309467918622845,0.08525039123630673
0.0248141627543036,0.07923513302034428
0.03743153364632238,0.08574921752738654
0.04721244131455399,0.09435641627543036
0.033773474178403755,0.08009585289514867
0.0708235524256651,0.07598787167449139
0.047740610328638494,0.10478286384976526
0.029958920187793427,0.07589006259780907
0.05889084507042253,0.08762715179968701
0.05594679186228482,0.05849960876369327
0.04951095461658842,0.09749608763693271
0.06054381846635368,0.09691901408450704
0.0793329420970266,0.07983176838810642
0.05791275430359937,0.11170774647887324
0.05372652582159625,0.06908255086071988
0.10010758998435054,0.08031103286384976
0.10010758998435054,0.08095657276995305
0.052464788732394366,0.06696987480438185
0.07405125195618154,0.11150234741784038
0.0465962441314554,0.09383802816901408
0.061384976525821595,0.10070422535211268
0.061384976525821595,0.10070422535211268
0.033343114241001566,0.07106807511737089
0.05178990610328638,0.10267996870109546
0.029597026604068856,0.08035993740219093
0.05299295774647887,0.09454225352112676
0.041177621283255084,0.08207159624413146
0.04740805946791862,0.07455985915492958
0.040796165884194054,0.0575802034428795
0.035719874804381845,0.07012910798122066
0.0399452269170579,0.0698650234741784
0.058225743348982784,0.1032179186228482
0.053511345852895145,0.09310446009389671
0.03716744913928013,0.10752151799687011
0.058352895148669794,0.07658450704225352
0.03822378716744914,0.09998043818466354
